noun,support,len,variation
mentoras,mentor,8,4
mentores,mentor,8,4
condróloga,condrólogo,10,4
condrólogas,condrólogo,11,4
condrólogo,condrólogo,10,4
condrólogos,condrólogo,11,4
niveladores,nivelador,11,4
niveladoras,nivelador,11,4
niveladora,nivelador,10,4
nivelador,nivelador,9,4
mercador,mercador,8,4
mercadora,mercador,9,4
mercadoras,mercador,10,4
mercadores,mercador,10,4
condutor,condutor,8,4
condutora,condutor,9,4
condutoras,condutor,10,4
condutores,condutor,10,4
nitridores,nitridor,10,4
nitridoras,nitridor,10,4
condonatárias,condonatário,13,4
condonatária,condonatário,12,4
mentirosa,mentiroso,9,4
decuriões,decurião,9,4
noctívago,noctívago,9,4
noctívagas,noctívago,10,4
noctívaga,noctívago,9,4
condessa,conde,8,4
condessas,conde,9,4
noctâmbulos,noctâmbulo,11,4
noctâmbulo,noctâmbulo,10,4
noctâmbulas,noctâmbulo,11,4
noctâmbula,noctâmbulo,10,4
mentecapta,mentecapto,10,4
mentecaptas,mentecapto,11,4
mentecapto,mentecapto,10,4
mentecaptos,mentecapto,11,4
nitridora,nitridor,9,4
decurioas,decurião,9,4
mentireira,mentireiro,10,4
mentireiras,mentireiro,11,4
mentireiro,mentireiro,10,4
mentireiros,mentireiro,11,4
condiscípula,condiscípulo,12,4
condiscípulas,condiscípulo,13,4
condiscípulo,condiscípulo,12,4
condiscípulos,condiscípulo,13,4
condómina,condómino,9,4
condóminas,condómino,10,4
condómino,condómino,9,4
condóminos,condómino,10,4
decurião,decurião,8,4
decurioa,decurião,8,4
merecedoras,merecedor,11,4
nitridor,nitridor,8,4
confabuladora,confabulador,13,4
conferidor,conferidor,10,4
conferidora,conferidor,11,4
conferidoras,conferidor,12,4
conferidores,conferidor,12,4
confessa,confesso,8,4
confessada,confessado,10,4
confessadas,confessado,11,4
confessado,confessado,10,4
confessados,confessado,11,4
confessanda,confessando,11,4
confessandas,confessando,12,4
ninfeus,ninfeu,7,4
ninfeu,ninfeu,6,4
ninfeias,ninfeu,8,4
ninfeia,ninfeu,7,4
confessando,confessando,11,4
confessandos,confessando,12,4
confessas,confesso,9,4
ninas,nino,5,4
nina,nino,4,4
confesso,confesso,8,4
confessos,confesso,9,4
merecedor,merecedor,9,4
confirmador,confirmador,11,4
confirmadora,confirmador,12,4
confirmadoras,confirmador,13,4
confirmadores,confirmador,13,4
mercenários,mercenário,11,4
mercenário,mercenário,10,4
confeiteiros,confeiteiro,12,4
confeiteiro,confeiteiro,11,4
confabuladoras,confabulador,14,4
confabuladores,confabulador,14,4
decoradores,decorador,11,4
confeccionador,confeccionador,14,4
confeccionadora,confeccionador,15,4
confeccionadoras,confeccionador,16,4
confeccionadores,confeccionador,16,4
decoradoras,decorador,11,4
decoradora,decorador,10,4
confederada,confederado,11,4
confederadas,confederado,12,4
confederado,confederado,11,4
confederados,confederado,12,4
confabulador,confabulador,12,4
decorador,decorador,9,4
nipónicos,nipónico,9,4
nipónico,nipónico,8,4
nipónicas,nipónico,9,4
nipónica,nipónico,8,4
merceeiras,merceeiro,10,4
merceeiro,merceeiro,9,4
ninos,nino,5,4
nino,nino,4,4
merceeiros,merceeiro,10,4
mercenária,mercenário,10,4
confeiteira,confeiteiro,11,4
mercenárias,mercenário,11,4
confeiteiras,confeiteiro,12,4
merceeira,merceeiro,9,4
denotador,denotador,9,4
ônticos,ôntico,7,4
melomaníana,melomaníano,11,4
comicieiro,comicieiro,10,4
comicieiros,comicieiro,11,4
megalomaníaca,megalomaníaco,13,4
comilões,comilão,8,4
comilão,comilão,7,4
comilona,comilão,8,4
comilonas,comilão,9,4
cominador,cominador,9,4
cominadora,cominador,10,4
cominadoras,cominador,11,4
cominadores,cominador,11,4
megalomaníacas,megalomaníaco,14,4
megalomaníaco,megalomaníaco,13,4
megalomaníacos,megalomaníaco,14,4
comiserador,comiserador,11,4
comiseradora,comiserador,12,4
comiseradoras,comiserador,13,4
comiseradores,comiserador,13,4
demógrafos,demógrafo,10,4
ociosos,ocioso,7,4
ocioso,ocioso,6,4
demógrafo,demógrafo,9,4
demógrafas,demógrafo,10,4
ociosas,ocioso,7,4
ociosa,ocioso,6,4
comissária,comissário,10,4
comissárias,comissário,11,4
comicieiras,comicieiro,11,4
comissário,comissário,10,4
comicieira,comicieiro,10,4
octogenárias,octogenário,12,4
demonómana,demonómano,10,4
meeira,meeiro,6,4
meeiras,meeiro,7,4
meeiro,meeiro,6,4
meeiros,meeiro,7,4
cometedor,cometedor,9,4
ocupadores,ocupador,10,4
ocupadoras,ocupador,10,4
ocupadora,ocupador,9,4
ocupador,ocupador,8,4
cometedora,cometedor,10,4
cometedoras,cometedor,11,4
cometedores,cometedor,11,4
ocultadores,ocultador,11,4
ocultadoras,ocultador,11,4
ocultadora,ocultador,10,4
ocultador,ocultador,9,4
megalómana,megalómano,10,4
megalómanas,megalómano,11,4
megalómano,megalómano,10,4
megalómanos,megalómano,11,4
comichenta,comichento,10,4
comichentas,comichento,11,4
comichento,comichento,10,4
comichentos,comichento,11,4
octogenários,octogenário,12,4
octogenário,octogenário,11,4
octogenária,octogenário,11,4
comissários,comissário,11,4
demógrafa,demógrafo,9,4
demófobos,demófobo,9,4
demarcadoras,demarcador,12,4
demarcadora,demarcador,11,4
demarcador,demarcador,10,4
demandonas,demandão,10,4
demandona,demandão,9,4
demandão,demandão,8,4
demandões,demandão,9,4
melaceira,melaceiro,9,4
compaginador,compaginador,12,4
compaginadora,compaginador,13,4
compaginadoras,compaginador,14,4
compaginadores,compaginador,14,4
melaceiras,melaceiro,10,4
melaceiro,melaceiro,9,4
melaceiros,melaceiro,10,4
demandados,demandado,10,4
obturadores,obturador,11,4
obturadoras,obturador,11,4
obturadora,obturador,10,4
obturador,obturador,9,4
companheira,companheiro,11,4
companheiras,companheiro,12,4
obtentores,obtentor,10,4
obtentoras,obtentor,10,4
obtentora,obtentor,9,4
obtentor,obtentor,8,4
companheirões,companheirão,13,4
compadecedores,compadecedor,14,4
compadecedoras,compadecedor,14,4
compadecedora,compadecedor,13,4
ocasionador,ocasionador,11,4
demófobo,demófobo,8,4
demófobas,demófobo,9,4
demófoba,demófobo,8,4
demófilos,demófilo,9,4
demófilo,demófilo,8,4
demófilas,demófilo,9,4
demófila,demófilo,8,4
comodatária,comodatário,11,4
comodatárias,comodatário,12,4
comodatário,comodatário,11,4
comodatários,comodatário,12,4
oceanólogos,oceanólogo,11,4
oceanólogo,oceanólogo,10,4
comentaristaes,comentarista,14,4
oceanólogas,oceanólogo,11,4
oceanógrafos,oceanógrafo,12,4
oceanógrafo,oceanógrafo,11,4
oceanógrafas,oceanógrafo,12,4
oceanógrafa,oceanógrafo,11,4
meijengra,meijengro,9,4
meijengras,meijengro,10,4
meijengro,meijengro,9,4
meijengros,meijengro,10,4
demarcadores,demarcador,12,4
compadecedor,compadecedor,12,4
ocasionadores,ocasionador,13,4
ocasionadoras,ocasionador,13,4
ocasionadora,ocasionador,12,4
oceanóloga,oceanólogo,10,4
comentaristaas,comentarista,14,4
comentaristaa,comentarista,13,4
comentarista,comentarista,12,4
dendrólogo,dendrólogo,10,4
dendrólogas,dendrólogo,11,4
dendróloga,dendrólogo,10,4
oftalmólogos,oftalmólogo,12,4
oftalmólogo,oftalmólogo,11,4
oftalmólogas,oftalmólogo,12,4
oftalmóloga,oftalmólogo,11,4
combinador,combinador,10,4
combinadora,combinador,11,4
combinadoras,combinador,12,4
combinadores,combinador,12,4
medidor,medidor,7,4
medidora,medidor,8,4
medidoras,medidor,9,4
medidores,medidor,9,4
ofiófagos,ofiófago,9,4
ofiófago,ofiófago,8,4
ofiófagas,ofiófago,9,4
ofiófaga,ofiófago,8,4
demostradores,demostrador,13,4
demostradoras,demostrador,13,4
demostradora,demostrador,12,4
oficiadores,oficiador,11,4
oficiadoras,oficiador,11,4
oficiadora,oficiador,10,4
oficiador,oficiador,9,4
meditador,meditador,9,4
medicastros,medicastro,11,4
medicastro,medicastro,10,4
medicastras,medicastro,11,4
medicastra,medicastro,10,4
oldemburgueses,oldemburguês,14,4
oldemburguesas,oldemburguês,14,4
oldemburguesa,oldemburguês,13,4
mediador,mediador,8,4
mediadora,mediador,9,4
columbófila,columbófilo,11,4
columbófilas,columbófilo,12,4
columbófilo,columbófilo,11,4
columbófilos,columbófilo,12,4
mediadoras,mediador,10,4
mediadores,mediador,10,4
medianeira,medianeiro,10,4
medianeiras,medianeiro,11,4
meditadora,meditador,10,4
medianeiro,medianeiro,10,4
mediatária,mediatário,10,4
mediatárias,mediatário,11,4
mediatário,mediatário,10,4
mediatários,mediatário,11,4
comanditária,comanditário,12,4
comanditárias,comanditário,13,4
comanditário,comanditário,12,4
comanditários,comanditário,13,4
medicanda,medicando,9,4
medicandas,medicando,10,4
medicando,medicando,9,4
medicandos,medicando,10,4
dendrólogos,dendrólogo,11,4
medianeiros,medianeiro,11,4
demandadores,demandador,12,4
meditadoras,meditador,11,4
demostrador,demostrador,11,4
comedora,comedor,8,4
comedoras,comedor,9,4
comedores,comedor,9,4
demonstrador,demonstrador,12,4
odreiros,odreiro,8,4
odreiro,odreiro,7,4
odreiras,odreiro,8,4
odreira,odreiro,7,4
comendadeira,comendador,12,4
comendadeiras,comendador,13,4
comendador,comendador,10,4
comendadores,comendador,12,4
medrosa,medroso,7,4
comendatária,comendatário,12,4
comendatárias,comendatário,13,4
comendatário,comendatário,12,4
comendatários,comendatário,13,4
medrosas,medroso,8,4
medroso,medroso,7,4
medrosos,medroso,8,4
demonómanos,demonómano,11,4
comentador,comentador,10,4
comentadora,comentador,11,4
comentadoras,comentador,12,4
comentadores,comentador,12,4
demonómano,demonómano,10,4
demonómanas,demonómano,11,4
comedor,comedor,7,4
demonstradora,demonstrador,13,4
demonstradoras,demonstrador,14,4
demonstradores,demonstrador,14,4
começador,começador,9,4
começadora,começador,10,4
começadoras,começador,11,4
começadores,começador,11,4
demopsicólogos,demopsicólogo,14,4
oferecedores,oferecedor,12,4
oferecedoras,oferecedor,12,4
oferecedora,oferecedor,11,4
oferecedor,oferecedor,10,4
ofensores,ofensor,9,4
ofensoras,ofensor,9,4
ofensora,ofensor,8,4
ofensor,ofensor,7,4
meditadores,meditador,11,4
demopsicólogo,demopsicólogo,13,4
demopsicóloga,demopsicólogo,13,4
comediógrafa,comediógrafo,12,4
ofendidos,ofendido,9,4
ofendido,ofendido,8,4
ofendidas,ofendido,9,4
ofendida,ofendido,8,4
ofendedores,ofendedor,11,4
ofendedoras,ofendedor,11,4
ofendedora,ofendedor,10,4
ofendedor,ofendedor,9,4
comediógrafas,comediógrafo,13,4
comediógrafo,comediógrafo,12,4
comediógrafos,comediógrafo,13,4
demopsicólogas,demopsicólogo,14,4
demandadoras,demandador,12,4
companheiro,companheiro,11,4
companheirão,companheirão,12,4
compossuidores,compossuidor,14,4
delator,delator,7,4
melindana,melindano,9,4
melindanas,melindano,10,4
compostelana,compostelano,12,4
compostelanas,compostelano,13,4
compostelano,compostelano,12,4
compostelanos,compostelano,13,4
melindano,melindano,9,4
melindanos,melindano,10,4
delambidos,delambido,10,4
delambido,delambido,9,4
compoteira,compoteiro,10,4
compoteiras,compoteiro,11,4
compoteiro,compoteiro,10,4
compoteiros,compoteiro,11,4
delambidas,delambido,10,4
comprador,comprador,9,4
compradora,comprador,10,4
numismáticos,numismático,12,4
numismático,numismático,11,4
numismáticas,numismático,12,4
compradoras,comprador,11,4
numismática,numismático,11,4
compradores,comprador,11,4
delambida,delambido,9,4
comprazedor,comprazedor,11,4
compossuidoras,compossuidor,14,4
compossuidora,compossuidor,13,4
compossuidor,compossuidor,12,4
compossessores,compossessor,14,4
melhoradoras,melhorador,12,4
melhoradores,melhorador,12,4
delegatários,delegatário,12,4
delegatário,delegatário,11,4
delegatárias,delegatário,12,4
delegatária,delegatário,11,4
componedor,componedor,10,4
componedora,componedor,11,4
componedoras,componedor,12,4
componedores,componedor,12,4
delegados,delegado,9,4
delegado,delegado,8,4
nutridores,nutridor,10,4
comprazedora,comprazedor,12,4
nutridoras,nutridor,10,4
nutridor,nutridor,8,4
delegadas,delegado,9,4
delegada,delegado,8,4
delatores,delator,9,4
compositor,compositor,10,4
compositora,compositor,11,4
compositoras,compositor,12,4
compositores,compositor,12,4
delatoras,delator,9,4
delatora,delator,8,4
compossessor,compossessor,12,4
compossessora,compossessor,13,4
compossessoras,compossessor,14,4
nutridora,nutridor,9,4
melhoradora,melhorador,11,4
comprazedoras,comprazedor,13,4
compreensor,compreensor,11,4
melómelas,melómelo,9,4
melómelo,melómelo,8,4
melómelos,melómelo,9,4
melónama,melónamo,8,4
melónamas,melónamo,9,4
melónamo,melónamo,8,4
comprovinciana,comprovinciano,14,4
comprovincianas,comprovinciano,15,4
comprovinciano,comprovinciano,14,4
comprovincianos,comprovinciano,15,4
melónamos,melónamo,9,4
compulsador,compulsador,11,4
compulsadora,compulsador,12,4
compulsadoras,compulsador,13,4
compulsadores,compulsador,13,4
deificadores,deificador,12,4
deificadoras,deificador,12,4
deificadora,deificador,11,4
deificador,deificador,10,4
melodramaturga,melodramaturgo,14,4
melodramaturgas,melodramaturgo,15,4
nubianos,nubiano,8,4
nubiano,nubiano,7,4
nubianas,nubiano,8,4
nubiana,nubiano,7,4
melodramaturgo,melodramaturgo,14,4
melodramaturgos,melodramaturgo,15,4
melómela,melómelo,8,4
melómanos,melómano,9,4
comprovadores,comprovador,13,4
comprovadoras,comprovador,13,4
compreensora,compreensor,12,4
compreensoras,compreensor,13,4
compreensores,compreensor,13,4
melitófila,melitófilo,10,4
melitófilas,melitófilo,11,4
melitófilo,melitófilo,10,4
numantinos,numantino,10,4
numantino,numantino,9,4
numantinas,numantino,10,4
numantina,numantino,9,4
melitófilos,melitófilo,11,4
melómana,melómano,8,4
melómanas,melómano,9,4
comprazedores,comprazedor,13,4
melómano,melómano,8,4
comproprietárias,comproprietário,16,4
náufragos,náufrago,9,4
náufrago,náufrago,8,4
náufragas,náufrago,9,4
náufraga,náufrago,8,4
comproprietário,comproprietário,15,4
comproprietários,comproprietário,16,4
comprotector,comprotector,12,4
comprotectora,comprotector,13,4
comprotectoras,comprotector,14,4
comprotectores,comprotector,14,4
comprovador,comprovador,11,4
comprovadora,comprovador,12,4
comproprietária,comproprietário,15,4
melomaníanas,melomaníano,12,4
melhorador,melhorador,10,4
obcecadora,obcecador,10,4
melancolizador,melancolizador,14,4
melancolizadora,melancolizador,15,4
melancolizadoras,melancolizador,16,4
melancolizadores,melancolizador,16,4
observadores,observador,12,4
observadoras,observador,12,4
observadora,observador,11,4
observador,observador,10,4
obsequiadores,obsequiador,13,4
obsequiadoras,obsequiador,13,4
obsequiadora,obsequiador,12,4
obsequiador,obsequiador,11,4
compartilhador,compartilhador,14,4
compartilhadora,compartilhador,15,4
compartilhadoras,compartilhador,16,4
compartilhadores,compartilhador,16,4
delongadores,delongador,12,4
delongadoras,delongador,12,4
delongadora,delongador,11,4
delongador,delongador,10,4
obrigatários,obrigatário,12,4
obrigatário,obrigatário,11,4
obrigatárias,obrigatário,12,4
obrigatária,obrigatário,11,4
obrigadores,obrigador,11,4
obrigadoras,obrigador,11,4
obrigadora,obrigador,10,4
obsessa,obsesso,7,4
obsessas,obsesso,8,4
obsesso,obsesso,7,4
comparoquianos,comparoquiano,14,4
companheirona,companheirão,13,4
companheironas,companheirão,14,4
companheiros,companheiro,12,4
obstrutores,obstrutor,11,4
obstrutoras,obstrutor,11,4
obstrutora,obstrutor,10,4
obstrutor,obstrutor,9,4
demandadora,demandador,11,4
demandador,demandador,10,4
demandado,demandado,9,4
demandadas,demandado,10,4
demandada,demandado,9,4
demagogos,demagogo,9,4
obrigador,obrigador,9,4
demagogo,demagogo,8,4
demagogas,demagogo,9,4
melancieiras,melancieiro,12,4
melancieiro,melancieiro,11,4
melancieiros,melancieiro,12,4
demagoga,demagogo,8,4
comparoquiana,comparoquiano,13,4
comparoquianas,comparoquiano,14,4
comparoquiano,comparoquiano,13,4
obsessos,obsesso,8,4
obsessores,obsessor,10,4
obsessoras,obsessor,10,4
obsessora,obsessor,9,4
obsessor,obsessor,8,4
melancieira,melancieiro,11,4
obcecador,obcecador,9,4
obrigacionários,obrigacionário,15,4
obrigacionárias,obrigacionário,15,4
compensadores,compensador,13,4
competidor,competidor,10,4
competidora,competidor,11,4
competidoras,competidor,12,4
competidores,competidor,12,4
objectores,objector,10,4
objectoras,objector,10,4
objectora,objector,9,4
objector,objector,8,4
compilador,compilador,10,4
compiladora,compilador,11,4
compiladoras,compilador,12,4
compiladores,compilador,12,4
meleira,meleiro,7,4
meleiras,meleiro,8,4
meleiro,meleiro,7,4
meleiros,meleiro,8,4
delfinês,delfinês,8,4
delfineses,delfinês,10,4
delfinesas,delfinês,10,4
delfinesa,delfinês,9,4
melógrafa,melógrafo,9,4
melógrafas,melógrafo,10,4
melógrafo,melógrafo,9,4
melógrafos,melógrafo,10,4
obcecadores,obcecador,11,4
obcecadoras,obcecador,11,4
compensadoras,compensador,13,4
compensadora,compensador,12,4
compensador,compensador,11,4
compendiadores,compendiador,14,4
obrigacionária,obrigacionário,14,4
melanésia,melanésio,9,4
melanésias,melanésio,10,4
obreiros,obreiro,8,4
obreiro,obreiro,7,4
obreiras,obreiro,8,4
melanésio,melanésio,9,4
obreira,obreiro,7,4
compatrícia,compatrício,11,4
compatrícias,compatrício,12,4
compatrício,compatrício,11,4
obreeiros,obreeiro,9,4
obreeiro,obreeiro,8,4
obrigacionário,obrigacionário,14,4
obreeiras,obreeiro,9,4
compatrícios,compatrício,12,4
melanésios,melanésio,10,4
melanótica,melanótico,10,4
melanóticas,melanótico,11,4
obradores,obrador,9,4
obradoras,obrador,9,4
obradora,obrador,8,4
obrador,obrador,7,4
melanótico,melanótico,10,4
melanóticos,melanótico,11,4
compendiador,compendiador,12,4
compendiadora,compendiador,13,4
compendiadoras,compendiador,14,4
obreeira,obreeiro,8,4
presidente,presidente,10,4
chilenas,chileno,8,4
presidiária,presidiário,11,4
lambedores,lambedor,10,4
rabulões,rabulão,8,4
irânicos,irânico,8,4
rabugentos,rabugento,10,4
rabugento,rabugento,9,4
rabugentas,rabugento,10,4
rabugenta,rabugento,9,4
irânico,irânico,7,4
lambeira,lambeiro,8,4
lambeiras,lambeiro,9,4
lambeiro,lambeiro,8,4
lambeiros,lambeiro,9,4
rabosanos,rabosano,9,4
rabosano,rabosano,8,4
rabosanas,rabosano,9,4
rabosana,rabosano,8,4
irânicas,irânico,8,4
lambões,lambão,7,4
irânica,irânico,7,4
lambedoras,lambedor,10,4
lambedora,lambedor,9,4
lambedor,lambedor,8,4
rabulão,rabulão,7,4
burundinês,burundinês,10,4
rachadores,rachador,10,4
rachadoras,rachador,10,4
rachadora,rachador,9,4
retardadores,retardador,12,4
rachador,rachador,8,4
iroqueses,iroquês,9,4
rabunadores,rabunador,11,4
rabunadoras,rabunador,11,4
bicampeãs,bicampeão,9,4
rabunadora,rabunador,10,4
rabulonas,rabulão,9,4
iroquesas,iroquês,9,4
iroquesa,iroquês,8,4
endossatários,endossatário,13,4
retardatária,retardatário,12,4
retardatárias,retardatário,13,4
retardatário,retardatário,12,4
retardatários,retardatário,13,4
rabulona,rabulão,8,4
rabunador,rabunador,9,4
burundineses,burundinês,12,4
bicampeão,bicampeão,9,4
lambisqueiras,lambisqueiro,13,4
electrobiólogo,electrobiólogo,14,4
bávara,bávaro,6,4
bávaras,bávaro,7,4
bávaro,bávaro,6,4
bávaros,bávaro,7,4
electrobiólogas,electrobiólogo,15,4
electrobióloga,electrobiólogo,14,4
electrólogos,electrólogo,12,4
electrólogo,electrólogo,11,4
electrólogas,electrólogo,12,4
electróloga,electrólogo,11,4
caçador,caçador,7,4
caçadora,caçador,8,4
caçadoras,caçador,9,4
caçadores,caçador,9,4
retentor,retentor,8,4
retentora,retentor,9,4
retentoras,retentor,10,4
electrizadores,electrizador,14,4
electrobiólogos,electrobiólogo,15,4
rabileira,rabileiro,9,4
rabileiras,rabileiro,10,4
rabileiro,rabileiro,9,4
lambisqueiro,lambisqueiro,12,4
lambisqueiros,lambisqueiro,13,4
lambão,lambão,6,4
rabiscadores,rabiscador,12,4
rabiscador,rabiscador,10,4
rabiscadeiras,rabiscador,13,4
rabiscadeira,rabiscador,12,4
lambona,lambão,7,4
lambonas,lambão,8,4
lambisqueira,lambisqueiro,12,4
electrocutores,electrocutor,14,4
electrocutora,electrocutor,13,4
electrocutor,electrocutor,12,4
lambujeira,lambujeiro,10,4
lambujeiras,lambujeiro,11,4
lambujeiro,lambujeiro,10,4
lambujeiros,lambujeiro,11,4
bicampeões,bicampeão,10,4
bicampeã,bicampeão,8,4
rabileiros,rabileiro,10,4
electrocutoras,electrocutor,14,4
rabejadores,rabejador,11,4
retardadoras,retardador,12,4
burundinesa,burundinês,11,4
burlador,burlador,8,4
burladora,burlador,9,4
burladoras,burlador,10,4
burladores,burlador,10,4
retalhador,retalhador,10,4
retalhadora,retalhador,11,4
retalhadoras,retalhador,12,4
retalhadores,retalhador,12,4
retalheira,retalheiro,10,4
burlões,burlão,7,4
lamartiniana,lamartiniano,12,4
retalheiras,retalheiro,11,4
retalheiro,retalheiro,10,4
burlão,burlão,6,4
burlona,burlão,7,4
burlonas,burlão,8,4
lamartinianas,lamartiniano,13,4
lamartiniano,lamartiniano,12,4
lamartinianos,lamartiniano,13,4
lamarckianos,lamarckiano,12,4
lamarckiano,lamarckiano,11,4
lamarckianas,lamarckiano,12,4
lamarckiana,lamarckiano,11,4
bicharronas,bicharrão,11,4
bicharrona,bicharrão,10,4
bicharrão,bicharrão,9,4
resumidor,resumidor,9,4
resumidora,resumidor,10,4
resumidoras,resumidor,11,4
resumidores,resumidor,11,4
bicharrões,bicharrão,10,4
endossada,endossado,9,4
lambareira,lambareiro,10,4
radioamadores,radioamador,13,4
radioamadoras,radioamador,13,4
radioamadora,radioamador,12,4
endossado,endossado,9,4
endossador,endossador,10,4
endossadora,endossador,11,4
endossadoras,endossador,12,4
endossadores,endossador,12,4
radioamador,radioamador,11,4
endossados,endossado,10,4
endossadas,endossado,10,4
burundinesas,burundinês,12,4
burreca,burreco,7,4
burreco,burreco,7,4
endossatária,endossatário,12,4
endossatárias,endossatário,13,4
endossatário,endossatário,12,4
lambarão,lambarão,8,4
lambarona,lambarão,9,4
burrona,burrão,7,4
burronas,burrão,8,4
lambaronas,lambarão,10,4
raciocinadores,raciocinador,14,4
raciocinadoras,raciocinador,14,4
raciocinadora,raciocinador,13,4
raciocinador,raciocinador,12,4
burundiana,burundiano,10,4
burundianas,burundiano,11,4
burundiano,burundiano,10,4
burundianos,burundiano,11,4
iroquês,iroquês,7,4
retardador,retardador,10,4
retardadora,retardador,11,4
burrão,burrão,6,4
retaliadores,retaliador,12,4
retaliadoras,retaliador,12,4
retaliadora,retaliador,11,4
burrecos,burreco,8,4
burrões,burrão,7,4
lambareiras,lambareiro,11,4
burrica,burrico,7,4
lambareiro,lambareiro,10,4
lambareiros,lambareiro,11,4
burricas,burrico,8,4
lambarões,lambarão,9,4
burrico,burrico,7,4
burrecas,burreco,8,4
burricos,burrico,8,4
racioneiro,racioneiro,10,4
racioneiras,racioneiro,11,4
racioneira,racioneiro,10,4
burriqueira,burriqueiro,11,4
burriqueiras,burriqueiro,12,4
burriqueiro,burriqueiro,11,4
burriqueiros,burriqueiro,12,4
retalheiros,retalheiro,11,4
retaliador,retaliador,10,4
racioneiros,racioneiro,11,4
bichões,bichão,7,4
rabejadoras,rabejador,11,4
rabejador,rabejador,9,4
lanceiro,lanceiro,8,4
lanceiros,lanceiro,9,4
quiosqueiros,quiosqueiro,12,4
quiosqueiro,quiosqueiro,11,4
bibliómanos,bibliómano,11,4
bibliómano,bibliómano,10,4
retornada,retornado,9,4
quiosqueiras,quiosqueiro,12,4
retornadas,retornado,10,4
retornado,retornado,9,4
retornados,retornado,10,4
quiosqueira,quiosqueiro,11,4
cabotina,cabotino,8,4
bibliómanas,bibliómano,11,4
cabotinas,cabotino,9,4
bibliómana,bibliómano,10,4
bibliólogos,bibliólogo,11,4
bibliólogo,bibliólogo,10,4
bibliólogas,bibliólogo,11,4
lanceiras,lanceiro,9,4
lanceira,lanceiro,8,4
cabines,cabina,7,4
cabine,cabina,6,4
lamuriadores,lamuriador,12,4
elaboradores,elaborador,12,4
cabeçuda,cabeçudo,8,4
cabeçudas,cabeçudo,9,4
cabeçudo,cabeçudo,8,4
cabeçudos,cabeçudo,9,4
elaboradoras,elaborador,12,4
elaboradora,elaborador,11,4
lançador,lançador,8,4
cabotino,cabotino,8,4
iraquiano,iraquiano,9,4
lançadora,lançador,9,4
lançadoras,lançador,10,4
lançadores,lançador,10,4
elaborador,elaborador,10,4
retoricão,retoricão,9,4
retoricona,retoricão,10,4
retoriconas,retoricão,11,4
cabina,cabina,6,4
cabinas,cabina,7,4
iraquianas,iraquiano,10,4
cabeludos,cabeludo,9,4
cabotinos,cabotino,9,4
quintuplicadores,quintuplicador,16,4
cabreiros,cabreiro,9,4
retouçona,retoução,9,4
retouçonas,retoução,10,4
bibliófagos,bibliófago,11,4
quinteiros,quinteiro,10,4
quinteiro,quinteiro,9,4
quinteiras,quinteiro,10,4
quinteira,quinteiro,9,4
bibliófago,bibliófago,10,4
cabrões,cabrão,7,4
cabresteira,cabresteiro,11,4
cabresteiras,cabresteiro,12,4
bibliófagas,bibliófago,11,4
cabresteiro,cabresteiro,11,4
cabresteiros,cabresteiro,12,4
bibliófaga,bibliófago,10,4
quintaleiros,quintaleiro,12,4
iraquiana,iraquiano,9,4
iranianos,iraniano,9,4
cabreiro,cabreiro,8,4
cabreiras,cabreiro,9,4
cabreira,cabreiro,8,4
retoução,retoução,8,4
quintuplicadoras,quintuplicador,16,4
bibliógrafos,bibliógrafo,12,4
bibliógrafo,bibliógrafo,11,4
bibliógrafas,bibliógrafo,12,4
bibliógrafa,bibliógrafo,11,4
bibliófobos,bibliófobo,11,4
bibliófobo,bibliófobo,10,4
bibliófobas,bibliófobo,11,4
quintuplicadora,quintuplicador,15,4
biblióloga,bibliólogo,10,4
quintuplicador,quintuplicador,14,4
bibliófilos,bibliófilo,11,4
bibliófilo,bibliófilo,10,4
bibliófilas,bibliófilo,11,4
retouções,retoução,9,4
lancheira,lancheiro,9,4
lancheiras,lancheiro,10,4
bibliófila,bibliófilo,10,4
lancheiro,lancheiro,9,4
lancheiros,lancheiro,10,4
bibliófoba,bibliófobo,10,4
rabejadora,rabejador,10,4
retoricões,retoricão,10,4
cabeludas,cabeludo,9,4
cabalinas,cabalino,9,4
irlandesa,irlandês,9,4
cabalino,cabalino,8,4
cabalinos,cabalino,9,4
bibliotécnicos,bibliotécnico,14,4
bibliotécnico,bibliotécnico,13,4
bibliotécnicas,bibliotécnico,14,4
bibliotécnica,bibliotécnico,13,4
retinta,retinto,7,4
lampadeira,lampadeiro,10,4
retintas,retinto,8,4
retinto,retinto,7,4
retintos,retinto,8,4
bibliomaníacos,bibliomaníaco,14,4
lampadeiras,lampadeiro,11,4
ré,réu,2,4
lampadeiro,lampadeiro,10,4
retocador,retocador,9,4
retocadora,retocador,10,4
cabalina,cabalino,8,4
bibliotecónoma,bibliotecónomo,14,4
bibliotecónomas,bibliotecónomo,15,4
bibliotecónomo,bibliotecónomo,14,4
electrizadoras,electrizador,14,4
electrizadora,electrizador,13,4
lamentador,lamentador,10,4
lamentadora,lamentador,11,4
lamentadoras,lamentador,12,4
lamentadores,lamentador,12,4
electrizador,electrizador,12,4
laminador,laminador,9,4
retentores,retentor,10,4
lampadeiros,lampadeiro,11,4
laminadora,laminador,10,4
irlandês,irlandês,8,4
bibliotecários,bibliotecário,14,4
laminadores,laminador,11,4
bibliotecário,bibliotecário,13,4
bibliotecárias,bibliotecário,14,4
