noun,support,len,variation
genetlíaco,genetlíaco,10,4
genebrinos,genebrino,10,4
genebrino,genebrino,9,4
genebrinas,genebrino,10,4
alófilas,alófilo,8,4
alófilo,alófilo,7,4
alófilos,alófilo,8,4
genealóloga,genealólogo,11,4
genealólogas,genealólogo,12,4
genealólogo,genealólogo,11,4
genealólogos,genealólogo,12,4
troianos,troiano,8,4
troiano,troiano,7,4
troianas,troiano,8,4
troiana,troiano,7,4
farfantonas,farfantão,11,4
farfantona,farfantão,10,4
alforgeira,alforgeiro,10,4
alforgeiras,alforgeiro,11,4
alforgeiro,alforgeiro,10,4
alforgeiros,alforgeiro,11,4
troféus,troféu,7,4
troféu,troféu,6,4
farfantão,farfantão,9,4
farfantões,farfantão,10,4
genebresa,genebrês,9,4
genebresas,genebrês,10,4
genebreses,genebrês,10,4
genebrina,genebrino,9,4
alfandegueira,alfandegueiro,13,4
fareleira,fareleiro,9,4
alfaiates,alfaiate,9,4
alfaiatas,alfaiate,9,4
truficultoras,truficultor,13,4
truficultora,truficultor,12,4
truficultor,truficultor,11,4
trufeiros,trufeiro,9,4
trufeiro,trufeiro,8,4
trufeiras,trufeiro,9,4
gazeteiros,gazeteiro,10,4
trufeira,trufeiro,8,4
farraponas,farrapão,10,4
alentejana,alentejano,10,4
alentejanas,alentejano,11,4
truficultores,truficultor,13,4
alentejano,alentejano,10,4
farrapona,farrapão,9,4
gazetilheira,gazetilheiro,12,4
gazetilheiras,gazetilheiro,13,4
gazetilheiro,gazetilheiro,12,4
gazetilheiros,gazetilheiro,13,4
trucidadores,trucidador,12,4
trucidadoras,trucidador,12,4
trucidadora,trucidador,11,4
trucidador,trucidador,10,4
farrapão,farrapão,8,4
alergica,alergico,8,4
alentejanos,alentejano,11,4
alergicas,alergico,9,4
alentadores,alentador,11,4
alentadora,alentador,10,4
alegrões,alegrão,8,4
tátaros,tátaro,7,4
tátaro,tátaro,6,4
tátaras,tátaro,7,4
tátara,tátaro,6,4
alegrão,alegrão,7,4
alegrona,alegrão,8,4
alegronas,alegrão,9,4
tísicos,tísico,7,4
tísico,tísico,6,4
tísicas,tísico,7,4
alentadoras,alentador,11,4
tísica,tísico,6,4
gazeadora,gazeador,9,4
gazeadoras,gazeador,10,4
gazeadores,gazeador,10,4
gazeteira,gazeteiro,9,4
alemã,alemão,5,4
alemães,alemão,7,4
alemão,alemão,6,4
alemãs,alemão,6,4
gazeteiras,gazeteiro,10,4
gazeteiro,gazeteiro,9,4
alentador,alentador,9,4
gazeador,gazeador,8,4
alergico,alergico,8,4
alergicos,alergico,9,4
tártaros,tártaro,8,4
geógrafas,geógrafo,9,4
alfabetador,alfabetador,11,4
alfabetadora,alfabetador,12,4
alfabetadoras,alfabetador,13,4
alfabetadores,alfabetador,13,4
trotadores,trotador,10,4
trotadoras,trotador,10,4
trotadora,trotador,9,4
trotador,trotador,8,4
geógrafo,geógrafo,8,4
geógrafos,geógrafo,9,4
geógrafa,geógrafo,8,4
faroleiros,faroleiro,10,4
alfabetizadas,alfabetizado,13,4
alfabetizado,alfabetizado,12,4
alfabetizados,alfabetizado,13,4
faroleiro,faroleiro,9,4
faroleiras,faroleiro,10,4
faroleira,faroleiro,9,4
farofeiros,farofeiro,10,4
farofeiro,farofeiro,9,4
farofeiras,farofeiro,10,4
farofeira,farofeiro,9,4
alfaiata,alfaiate,8,4
alfabetizada,alfabetizado,12,4
geófagos,geófago,8,4
geófago,geófago,7,4
geófagas,geófago,8,4
tártaro,tártaro,7,4
tártaras,tártaro,8,4
tártara,tártaro,7,4
farrapões,farrapão,9,4
alergologa,alergologo,10,4
alergologas,alergologo,11,4
farrapeiros,farrapeiro,11,4
farrapeiro,farrapeiro,10,4
alergologo,alergologo,10,4
alergologos,alergologo,11,4
farrapeiras,farrapeiro,11,4
farrapeira,farrapeiro,10,4
aletófila,aletófilo,9,4
aletófilas,aletófilo,10,4
aletófilo,aletófilo,9,4
aletófilos,aletófilo,10,4
geba,gebo,4,4
gebas,gebo,5,4
gebo,gebo,4,4
gebos,gebo,5,4
trovadores,trovador,10,4
trovadoras,trovador,10,4
trovadora,trovador,9,4
trovador,trovador,8,4
geófaga,geófago,7,4
alfaiate,alfaiate,8,4
fajarda,fajardo,7,4
velejadora,velejador,10,4
velejadores,velejador,11,4
xilóglifas,xilóglifo,10,4
xilóglifa,xilóglifo,9,4
abunhada,abunhado,8,4
abunhadas,abunhado,9,4
abunhado,abunhado,8,4
abunhados,abunhado,9,4
abusador,abusador,8,4
abusadora,abusador,9,4
abusadoras,abusador,10,4
abusadores,abusador,10,4
abutreira,abutreiro,9,4
xilóglifo,xilóglifo,9,4
abutreiras,abutreiro,10,4
abutreiros,abutreiro,10,4
acabador,acabador,8,4
acabadora,acabador,9,4
acabadoras,acabador,10,4
acabadores,acabador,10,4
acaciana,acaciano,8,4
acacianas,acaciano,9,4
acaciano,acaciano,8,4
acacianos,acaciano,9,4
acadiana,acadiano,8,4
acadianas,acadiano,9,4
abutreiro,abutreiro,9,4
acadiano,acadiano,8,4
xilóglifos,xilóglifo,10,4
xilógrafas,xilógrafo,10,4
franganota,franganote,10,4
franganotas,franganote,11,4
franganote,franganote,10,4
franganotes,franganote,11,4
fêmeas,macho,6,4
fêmea,macho,5,4
frangota,frangote,8,4
frangotas,frangote,9,4
frangote,frangote,8,4
xilogravadores,xilogravador,14,4
xilogravadoras,xilogravador,14,4
xilógrafa,xilógrafo,9,4
xilogravadora,xilogravador,13,4
frangotes,frangote,9,4
frangueta,franguete,9,4
franguetas,franguete,10,4
franguete,franguete,9,4
franguetes,franguete,10,4
xilólogos,xilólogo,9,4
xilólogo,xilólogo,8,4
xilólogas,xilólogo,9,4
xilóloga,xilólogo,8,4
xilógrafos,xilógrafo,10,4
xilógrafo,xilógrafo,9,4
xilogravador,xilogravador,12,4
franganitos,franganito,11,4
acadianos,acadiano,9,4
fraseadora,fraseador,10,4
acalefas,acalefo,8,4
acalefo,acalefo,7,4
acalefos,acalefo,8,4
acalentador,acalentador,11,4
acalentadora,acalentador,12,4
acalentadoras,acalentador,13,4
acalentadores,acalentador,13,4
fraseomaníacas,fraseomaníaco,14,4
fraseomaníaco,fraseomaníaco,13,4
fraseomaníacos,fraseomaníaco,14,4
xenófobos,xenófobo,9,4
acalefa,acalefo,7,4
xenófobo,xenófobo,8,4
xenófoba,xenófobo,8,4
acanalador,acanalador,10,4
acanaladora,acanalador,11,4
acanaladoras,acanalador,12,4
acanaladores,acanalador,12,4
acanhadões,acanhadão,10,4
acanhadão,acanhadão,9,4
acanhadona,acanhadão,10,4
acanhadonas,acanhadão,11,4
acanhador,acanhador,9,4
acanhadora,acanhador,10,4
xenófobas,xenófobo,9,4
fraseador,fraseador,9,4
fraseomaníaca,fraseomaníaco,13,4
fraseómano,fraseómano,10,4
académica,académico,9,4
académicas,académico,10,4
académico,académico,9,4
académicos,académico,10,4
acadêmica,acadêmico,9,4
acadêmicas,acadêmico,10,4
acadêmico,acadêmico,9,4
acadêmicos,acadêmico,10,4
fraseadoras,fraseador,11,4
fraseadores,fraseador,11,4
acafelador,acafelador,10,4
fraseómanos,fraseómano,11,4
acafeladora,acafelador,11,4
acafeladores,acafelador,12,4
fraseóloga,fraseólogo,10,4
acairelador,acairelador,11,4
acaireladora,acairelador,12,4
acaireladoras,acairelador,13,4
acaireladores,acairelador,13,4
fraseólogas,fraseólogo,11,4
fraseólogo,fraseólogo,10,4
fraseólogos,fraseólogo,11,4
fraseómana,fraseómano,10,4
fraseómanas,fraseómano,11,4
acafeladoras,acafelador,12,4
franganito,franganito,10,4
franganitas,franganito,11,4
franganita,franganito,10,4
zagorra,zagorro,7,4
zagalas,zagal,7,4
zagala,zagal,6,4
zagal,zagal,5,4
zagais,zagal,6,4
zagaieiros,zagaieiro,10,4
zagaieiro,zagaieiro,9,4
zagaieiras,zagaieiro,10,4
zagaieira,zagaieiro,9,4
abrasileirada,abrasileirado,13,4
abrasileiradas,abrasileirado,14,4
zagorras,zagorro,8,4
abrasileirado,abrasileirado,13,4
zabumbeiros,zabumbeiro,11,4
zabumbeiro,zabumbeiro,10,4
zabumbeiras,zabumbeiro,11,4
zabumbeira,zabumbeiro,10,4
fofoqueiros,fofoqueiro,11,4
fofoqueiro,fofoqueiro,10,4
fofoqueiras,fofoqueiro,11,4
fofoqueira,fofoqueiro,10,4
franca,franco,6,4
francas,franco,7,4
abrideira,abridor,9,4
abrasileirados,abrasileirado,14,4
francelhota,francelhote,11,4
zagorrina,zagorrino,9,4
zagorrino,zagorrino,9,4
aborteiro,aborteiro,9,4
aborteiros,aborteiro,10,4
zambo,zambo,5,4
zambianos,zambiano,9,4
zambiano,zambiano,8,4
zambianas,zambiano,9,4
zambiana,zambiano,8,4
zambas,zambo,6,4
abotoadeira,abotoador,11,4
zamba,zambo,5,4
abotoadeiras,abotoador,12,4
zagorrinas,zagorrino,10,4
abotoador,abotoador,9,4
zainos,zaino,6,4
zaino,zaino,5,4
zainas,zaino,6,4
zaina,zaino,5,4
abraçadeira,abraçador,11,4
abraçadeiras,abraçador,12,4
abraçador,abraçador,9,4
abraçadores,abraçador,11,4
zagorros,zagorro,8,4
zagorro,zagorro,7,4
zagorrinos,zagorrino,10,4
abotoadores,abotoador,11,4
abrideiras,abridor,10,4
francelhotas,francelhote,12,4
francelhote,francelhote,11,4
franchinotes,franchinote,12,4
franciscana,franciscano,11,4
franciscanas,franciscano,12,4
franciscano,franciscano,11,4
franciscanos,franciscano,12,4
franco,franco,6,4
fobófobos,fobófobo,9,4
francos,franco,7,4
francês,francês,7,4
frangainha,frangainho,10,4
frangainhas,frangainho,11,4
franchinote,franchinote,11,4
frangainho,frangainho,10,4
fobófobo,fobófobo,8,4
fobófobas,fobófobo,9,4
fobófoba,fobófobo,8,4
xingadores,xingador,10,4
xingadoras,xingador,10,4
xingadora,xingador,9,4
xingador,xingador,8,4
frangalhota,frangalhote,11,4
frangalhotas,frangalhote,12,4
frangalhote,frangalhote,11,4
frangalhotes,frangalhote,12,4
frangainhos,frangainho,11,4
franchinotas,franchinote,12,4
franchinota,franchinote,11,4
francófonos,francófono,11,4
abridor,abridor,7,4
abridores,abridor,9,4
francelhotes,francelhote,12,4
francesa,francês,8,4
francesas,francês,9,4
franceses,francês,9,4
abrigador,abrigador,9,4
abrigadora,abrigador,10,4
abrigadoras,abrigador,11,4
abrigadores,abrigador,11,4
abrochador,abrochador,10,4
abrochadora,abrochador,11,4
abrochadoras,abrochador,12,4
abrochadores,abrochador,12,4
francófila,francófilo,10,4
francófilas,francófilo,11,4
francófilo,francófilo,10,4
francófilos,francófilo,11,4
francófoba,francófobo,10,4
francófobas,francófobo,11,4
francófobo,francófobo,10,4
francófobos,francófobo,11,4
francófona,francófono,10,4
francófonas,francófono,11,4
francófono,francófono,10,4
acanhadoras,acanhador,11,4
aborteiras,aborteiro,10,4
acanhadores,acanhador,11,4
fraudadora,fraudador,10,4
acendradores,acendrador,12,4
friccionador,friccionador,12,4
friccionadora,friccionador,13,4
friccionadoras,friccionador,14,4
friccionadores,friccionador,14,4
vozeadores,vozeador,10,4
vozeadoras,vozeador,10,4
vozeadora,vozeador,9,4
vozeador,vozeador,8,4
flauteiros,flauteiro,10,4
flauteiro,flauteiro,9,4
acendradoras,acendrador,12,4
flauteiras,flauteiro,10,4
flausinos,flausino,9,4
flausino,flausino,8,4
flausinas,flausino,9,4
flausina,flausino,8,4
frisador,frisador,8,4
frisadora,frisador,9,4
frisadoras,frisador,10,4
frisadores,frisador,10,4
vomitadores,vomitador,11,4
vomitadoras,vomitador,11,4
vomitadora,vomitador,10,4
flauteira,flauteiro,9,4
vomitador,vomitador,9,4
acendradora,acendrador,11,4
flecheira,flecheiro,9,4
aceitadores,aceitador,11,4
freudiana,freudiano,9,4
freudianas,freudiano,10,4
vulcanólogos,vulcanólogo,12,4
vulcanólogo,vulcanólogo,11,4
vulcanólogas,vulcanólogo,12,4
vulcanóloga,vulcanólogo,11,4
freudiano,freudiano,9,4
freudianos,freudiano,10,4
vulcanizadores,vulcanizador,14,4
vulcanizadoras,vulcanizador,14,4
acendrador,acendrador,10,4
vulcanizadora,vulcanizador,13,4
frígia,frígio,6,4
frígias,frígio,7,4
frígio,frígio,6,4
frígios,frígio,7,4
flecheiros,flecheiro,10,4
flecheiro,flecheiro,9,4
flecheiras,flecheiro,10,4
acendedor,acendedor,9,4
acendedora,acendedor,10,4
acendedoras,acendedor,11,4
acendedores,acendedor,11,4
vulcanizador,vulcanizador,12,4
aceitadoras,aceitador,11,4
flandriscos,flandrisco,11,4
flandriscas,flandrisco,11,4
volteadora,volteador,10,4
volteador,volteador,9,4
acéfalas,acéfalo,8,4
acéfalo,acéfalo,7,4
acéfalos,acéfalo,8,4
achador,achador,7,4
achadora,achador,8,4
achadoras,achador,9,4
achadores,achador,9,4
froixeleira,froixeleiro,11,4
froixeleiras,froixeleiro,12,4
volteadoras,volteador,11,4
froixeleiro,froixeleiro,11,4
achegador,achegador,9,4
achegadora,achegador,10,4
achegadoras,achegador,11,4
achegadores,achegador,11,4
achicador,achicador,9,4
achicadora,achicador,10,4
achicadoras,achicador,11,4
achicadores,achicador,11,4
achincalhador,achincalhador,13,4
achincalhadora,achincalhador,14,4
achincalhadoras,achincalhador,15,4
froixeleiros,froixeleiro,12,4
flandrisco,flandrisco,10,4
volteadores,volteador,11,4
flamenga,flamengo,8,4
flandrisca,flandrisco,10,4
flandrinos,flandrino,10,4
flandrino,flandrino,9,4
flandrinas,flandrino,10,4
flandrina,flandrino,9,4
flandrianos,flandriano,11,4
flandriano,flandriano,10,4
flandrianas,flandriano,11,4
flandriana,flandriano,10,4
voluntários,voluntário,11,4
voluntário,voluntário,10,4
acéfala,acéfalo,7,4
voluntárias,voluntário,11,4
flanadores,flanador,10,4
flanadoras,flanador,10,4
flanadora,flanador,9,4
acetinador,acetinador,10,4
acetinadora,acetinador,11,4
acetinadoras,acetinador,12,4
acetinadores,acetinador,12,4
flanador,flanador,8,4
flamengos,flamengo,9,4
flamengo,flamengo,8,4
flamengas,flamengo,9,4
voluntária,voluntário,10,4
aceitadora,aceitador,10,4
aceitador,aceitador,9,4
fleumática,fleumático,10,4
fregueses,freguês,9,4
freguês,freguês,7,4
florentinos,florentino,11,4
florentino,florentino,10,4
florentinas,florentino,11,4
florentina,florentino,10,4
floreiros,floreiro,9,4
xangaêses,xangaês,9,4
xangaêsas,xangaês,9,4
xangaêsa,xangaês,8,4
xangaês,xangaês,7,4
freguesas,freguês,9,4
acariciador,acariciador,11,4
acariciadoras,acariciador,13,4
acariciadores,acariciador,13,4
floreiro,floreiro,8,4
floreiras,floreiro,9,4
floreira,floreiro,8,4
acarretadeira,acarretador,13,4
acarretadeiras,acarretador,14,4
acarretador,acarretador,11,4
acarretadores,acarretador,13,4
xabouqueiros,xabouqueiro,12,4
xabouqueiro,xabouqueiro,11,4
acariciadora,acariciador,12,4
xabouqueiras,xabouqueiro,12,4
freguesa,freguês,8,4
freeiro,freeiro,7,4
acantácea,acantáceo,9,4
acantáceas,acantáceo,10,4
acantáceo,acantáceo,9,4
acantáceos,acantáceo,10,4
fraudadoras,fraudador,11,4
fraudadores,fraudador,11,4
frauteira,frauteiro,9,4
frauteiras,frauteiro,10,4
frauteiro,frauteiro,9,4
frauteiros,frauteiro,10,4
xarafos,xarafo,7,4
freeiros,freeiro,8,4
xarafo,xarafo,6,4
xarafa,xarafo,6,4
floricultores,floricultor,13,4
floricultoras,floricultor,13,4
floricultora,floricultor,12,4
floricultor,floricultor,11,4
frecheira,frecheiro,9,4
frecheiras,frecheiro,10,4
frecheiro,frecheiro,9,4
frecheiros,frecheiro,10,4
freeira,freeiro,7,4
freeiras,freeiro,8,4
xarafas,xarafo,7,4
xabouqueira,xabouqueiro,11,4
frenóloga,frenólogo,9,4
frenólogas,frenólogo,10,4
accionários,accionário,11,4
flexiólogos,flexiólogo,11,4
flexiólogo,flexiólogo,10,4
fressureira,fressureiro,11,4
flexiólogas,flexiólogo,11,4
fressureiras,fressureiro,12,4
fressureiro,fressureiro,11,4
fressureiros,fressureiro,12,4
flexióloga,flexiólogo,10,4
fretador,fretador,8,4
fretadora,fretador,9,4
accionário,accionário,10,4
fretadoras,fretador,10,4
vulgarizadores,vulgarizador,14,4
vulgarizadoras,vulgarizador,14,4
vulgarizadora,vulgarizador,13,4
vulgarizador,vulgarizador,12,4
fleumáticos,fleumático,11,4
fleumático,fleumático,10,4
fleumáticas,fleumático,11,4
fretejador,fretejador,10,4
fretejadora,fretejador,11,4
fretejadoras,fretejador,12,4
fretejadores,fretejador,12,4
fretadores,fretador,10,4
accionárias,accionário,11,4
accionária,accionário,10,4
accionadores,accionador,12,4
frenólogo,frenólogo,9,4
frenólogos,frenólogo,10,4
acatador,acatador,8,4
acatadora,acatador,9,4
acatadoras,acatador,10,4
acatadores,acatador,10,4
frequentador,frequentador,12,4
acatólica,acatólico,9,4
acatólicas,acatólico,10,4
acatólico,acatólico,9,4
acatólicos,acatólico,10,4
frequentadora,frequentador,13,4
frequentadoras,frequentador,14,4
frequentadores,frequentador,14,4
fresador,fresador,8,4
fresadora,fresador,9,4
fresadoras,fresador,10,4
flibusteiros,flibusteiro,12,4
fresadores,fresador,10,4
flibusteiro,flibusteiro,11,4
flibusteiras,flibusteiro,12,4
flibusteira,flibusteiro,11,4
accionador,accionador,10,4
accionadora,accionador,11,4
accionadoras,accionador,12,4
fraudador,fraudador,9,4
aborteira,aborteiro,9,4
zambos,zambo,6,4
abortadores,abortador,11,4
foragido,foragido,8,4
foragidas,foragido,9,4
foragida,foragido,8,4
forçadores,forçador,10,4
forçadoras,forçador,10,4
forçadora,forçador,9,4
forçador,forçador,8,4
abandeirada,abandeirado,11,4
abandeiradas,abandeirado,12,4
abandeirado,abandeirado,11,4
abandeirados,abandeirado,12,4
zoomaníaca,zoomaníaco,10,4
abandoador,abandoador,10,4
abandoadoras,abandoador,12,4
abandoadores,abandoador,12,4
abandonatária,abandonatário,13,4
abandonatárias,abandonatário,14,4
abandonatário,abandonatário,13,4
abandonatários,abandonatário,14,4
zoofitólogos,zoofitólogo,12,4
zoofitólogo,zoofitólogo,11,4
zoofitólogas,zoofitólogo,12,4
zoofitóloga,zoofitólogo,11,4
zoofitógrafos,zoofitógrafo,13,4
abandoadora,abandoador,11,4
zoofitógrafo,zoofitógrafo,12,4
zoomaníacas,zoomaníaco,11,4
zoomaníacos,zoomaníaco,11,4
forradora,forrador,9,4
forradoras,forrador,10,4
abaixador,abaixador,9,4
abaixadora,abaixador,10,4
abaixadoras,abaixador,11,4
abaixadores,abaixador,11,4
forradores,forrador,10,4
forrageador,forrageador,11,4
forrageadora,forrageador,12,4
forrageadoras,forrageador,13,4
forrageadores,forrageador,13,4
zoomaníaco,zoomaníaco,10,4
forasteiros,forasteiro,11,4
forasteiras,forasteiro,11,4
forasteira,forasteiro,10,4
abalizador,abalizador,10,4
abalizadora,abalizador,11,4
abalizadoras,abalizador,12,4
abalizadores,abalizador,12,4
fortalecedor,fortalecedor,12,4
fortalecedora,fortalecedor,13,4
fortalecedoras,fortalecedor,14,4
fortalecedores,fortalecedor,14,4
foragidos,foragido,9,4
forasteiro,forasteiro,10,4
forrador,forrador,8,4
zoofitógrafas,zoofitógrafo,13,4
abarcador,abarcador,9,4
abastecedora,abastecedor,12,4
abastecedoras,abastecedor,13,4
abastecedores,abastecedor,13,4
abatedor,abatedor,8,4
abatedora,abatedor,9,4
abatedoras,abatedor,10,4
abatedores,abatedor,10,4
fossador,fossador,8,4
fossadora,fossador,9,4
fossadoras,fossador,10,4
fossadores,fossador,10,4
abastecedor,abastecedor,11,4
zoiatrólogos,zoiatrólogo,12,4
zoiatrólogas,zoiatrólogo,12,4
zoiatróloga,zoiatrólogo,11,4
fonólogos,fonólogo,9,4
fonólogo,fonólogo,8,4
fossões,fossão,7,4
fonólogas,fonólogo,9,4
zoógrafos,zoógrafo,9,4
zoógrafo,zoógrafo,8,4
zoógrafas,zoógrafo,9,4
zoógrafa,zoógrafo,8,4
fonóloga,fonólogo,8,4
zoiatrólogo,zoiatrólogo,11,4
zoofitógrafa,zoofitógrafo,12,4
zoóloga,zoólogo,7,4
zoólogo,zoólogo,7,4
abarcadora,abarcador,10,4
abarcadoras,abarcador,11,4
abarcadores,abarcador,11,4
fosforeira,fosforeiro,10,4
fosforeiras,fosforeiro,11,4
fosforeiro,fosforeiro,10,4
fosforeiros,fosforeiro,11,4
zondálios,zondálio,9,4
zondálio,zondálio,8,4
zondálias,zondálio,9,4
zondália,zondálio,8,4
zoólogas,zoólogo,8,4
zombeteiros,zombeteiro,11,4
zombeteiras,zombeteiro,11,4
zombeteira,zombeteiro,10,4
zombeironas,zombeirão,11,4
zombeirona,zombeirão,10,4
zombeirão,zombeirão,9,4
zombeirões,zombeirão,10,4
zombadores,zombador,10,4
zombadoras,zombador,10,4
zombadora,zombador,9,4
zombador,zombador,8,4
zoólogos,zoólogo,8,4
zombeteiro,zombeteiro,10,4
foreira,foreiro,7,4
foreiras,foreiro,8,4
foreiro,foreiro,7,4
zumbaieiro,zumbaieiro,10,4
zumbaieiras,zumbaieiro,11,4
zumbaieira,zumbaieiro,10,4
açambarcadores,açambarcador,14,4
zuinglianos,zuingliano,11,4
zuingliano,zuingliano,10,4
zuinglianas,zuingliano,11,4
zuingliana,zuingliano,10,4
formolizador,formolizador,12,4
formolizadora,formolizador,13,4
formolizadoras,formolizador,14,4
zumbaieiros,zumbaieiro,11,4
formolizadores,formolizador,14,4
formuladora,formulador,11,4
formuladoras,formulador,12,4
formuladores,formulador,12,4
formadores,formador,10,4
formadoras,formador,10,4
formadora,formador,9,4
formador,formador,8,4
fornaceira,fornaceiro,10,4
zouvineiros,zouvineiro,11,4
zouvineiro,zouvineiro,10,4
zouvineiras,zouvineiro,11,4
formulador,formulador,10,4
zouvineira,zouvineiro,10,4
açambarcadoras,açambarcador,14,4
açambarcador,açambarcador,12,4
zurzidores,zurzidor,10,4
zurzidoras,zurzidor,10,4
zurzidora,zurzidor,9,4
zurzidor,zurzidor,8,4
açacalador,açacalador,10,4
açacaladora,açacalador,11,4
açacaladoras,açacalador,12,4
açacaladores,açacalador,12,4
aacheniana,aacheniano,10,4
aachenianas,aacheniano,11,4
aacheniano,aacheniano,10,4
açambarcadora,açambarcador,13,4
aachenianos,aacheniano,11,4
zurradoras,zurrador,10,4
zurradora,zurrador,9,4
zurrador,zurrador,8,4
zupadores,zupador,9,4
zupadoras,zupador,9,4
zupadora,zupador,8,4
zupador,zupador,7,4
formandos,formando,9,4
formando,formando,8,4
formandas,formando,9,4
formanda,formando,8,4
zurradores,zurrador,10,4
zoupos,zoupo,6,4
zoupo,zoupo,5,4
fornaceiras,fornaceiro,11,4
forneiro,forneiro,8,4
zorlitos,zorlito,8,4
zorlito,zorlito,7,4
zorlitas,zorlito,8,4
zorlita,zorlito,7,4
zoratos,zorato,7,4
zorato,zorato,6,4
zoratas,zorato,7,4
zorata,zorato,6,4
zopos,zopo,5,4
zopo,zopo,4,4
forjadora,forjador,9,4
zopeiros,zopeiro,8,4
zopeiras,zopeiro,8,4
zopeira,zopeiro,7,4
zopas,zopo,5,4
zopa,zopo,4,4
forneiros,forneiro,9,4
fornicador,fornicador,10,4
fornicadora,fornicador,11,4
fornicadoras,fornicador,12,4
fornicadores,fornicador,12,4
forjador,forjador,8,4
foreiros,foreiro,8,4
zopeiro,zopeiro,7,4
forjadoras,forjador,10,4
forneiras,forneiro,9,4
forjadores,forjador,10,4
fornaceiro,fornaceiro,10,4
fornaceiros,fornaceiro,11,4
forjicadores,forjicador,12,4
zoupas,zoupo,6,4
zoupa,zoupo,5,4
forjicadoras,forjicador,12,4
forjicadora,forjicador,11,4
forjicador,forjicador,10,4
fornalheira,fornalheiro,11,4
fornalheiras,fornalheiro,12,4
fornalheiro,fornalheiro,11,4
fornalheiros,fornalheiro,12,4
fornecedor,fornecedor,10,4
fornecedora,fornecedor,11,4
abactor,abactor,7,4
abactora,abactor,8,4
abactoras,abactor,9,4
abactores,abactor,9,4
zorronas,zorrão,8,4
zorrona,zorrão,7,4
zorrão,zorrão,6,4
fornecedoras,fornecedor,12,4
fornecedores,fornecedor,12,4
zorrões,zorrão,7,4
