noun,support,len,variation,is_human_related
germanos,germano,8,4,True
falsarios,falsario,9,4,True
falsario,falsario,8,4,True
falsarias,falsario,9,4,True
falsaria,falsario,8,4,True
falsificadores,falsificador,14,4,True
germana,germano,7,4,True
falsificadoras,falsificador,14,4,True
falsificadora,falsificador,13,4,True
velejador,velejador,9,4,True
trocadores,trocador,10,4,True
alcoviteiros,alcoviteiro,12,4,True
alcoviteiro,alcoviteiro,11,4,True
tunadoras,tunador,9,4,True
tunadora,tunador,8,4,True
tunador,tunador,7,4,True
tunadores,tunador,9,4,True
tunesina,tunesino,8,4,True
tunesino,tunesino,8,4,True
tunesinas,tunesino,9,4,True
alcoviteira,alcoviteiro,11,4,True
alcoviteiras,alcoviteiro,12,4,True
tunesinos,tunesino,9,4,True
alcatroeira,alcatroeiro,11,4,True
alcatroeiras,alcatroeiro,12,4,True
alcatroeiro,alcatroeiro,11,4,True
alcatroeiros,alcatroeiro,12,4,True
tzarinas,tzar,8,4,True
tzarina,tzar,7,4,True
tzares,tzar,6,4,True
tzar,tzar,4,4,True
tutores,tutor,7,4,True
tutoras,tutor,7,4,True
tutora,tutor,6,4,True
tutor,tutor,5,4,True
alcoolica,alcoolico,9,4,True
alcoolicas,alcoolico,10,4,True
alcoolico,alcoolico,9,4,True
alcoolicos,alcoolico,10,4,True
geminiana,geminiano,9,4,True
geminianas,geminiano,10,4,True
geminiano,geminiano,9,4,True
geminianos,geminiano,10,4,True
trombeteiros,trombeteiro,12,4,True
trombeteiro,trombeteiro,11,4,True
fariscador,fariscador,10,4,True
fariscadoras,fariscador,12,4,True
geologa,geologo,7,4,True
geologas,geologo,8,4,True
geologo,geologo,7,4,True
geologos,geologo,8,4,True
fariscadora,fariscador,11,4,True
fariseus,fariseu,8,4,True
fariseu,fariseu,7,4,True
fariseias,fariseu,9,4,True
fariseia,fariseu,8,4,True
fariscadores,fariscador,12,4,True
trombeteiras,trombeteiro,12,4,True
trombeteira,trombeteiro,11,4,True
trocadores,trocador,10,4,True
trocadoras,trocador,10,4,True
trocadora,trocador,9,4,True
trocador,trocador,8,4,True
troianos,troiano,8,4,True
troiano,troiano,7,4,True
troianas,troiano,8,4,True
troiana,troiano,7,4,True
alfaiates,alfaiate,9,4,True
alfaiatas,alfaiate,9,4,True
trucidadores,trucidador,12,4,True
trucidadoras,trucidador,12,4,True
trucidadora,trucidador,11,4,True
trucidador,trucidador,10,4,True
alema,alemao,5,4,True
alemaes,alemao,7,4,True
alemao,alemao,6,4,True
alemas,alemao,6,4,True
geografas,geografo,9,4,True
geografo,geografo,8,4,True
geografos,geografo,9,4,True
geografa,geografo,8,4,True
alfabetizadas,alfabetizado,13,4,True
alfabetizado,alfabetizado,12,4,True
alfabetizados,alfabetizado,13,4,True
alfaiata,alfaiate,8,4,True
alfabetizada,alfabetizado,12,4,True
trovadores,trovador,10,4,True
trovadoras,trovador,10,4,True
trovadora,trovador,9,4,True
trovador,trovador,8,4,True
alfaiate,alfaiate,8,4,True
velejadora,velejador,10,4,True
velejadores,velejador,11,4,True
abusador,abusador,8,4,True
abusadora,abusador,9,4,True
abusadoras,abusador,10,4,True
abusadores,abusador,10,4,True
acadiana,acadiano,8,4,True
acadianas,acadiano,9,4,True
acadiano,acadiano,8,4,True
xilografas,xilografo,10,4,True
xilogravadores,xilogravador,14,4,True
xilogravadoras,xilogravador,14,4,True
xilografa,xilografo,9,4,True
xilogravadora,xilogravador,13,4,True
xilografos,xilografo,10,4,True
xilografo,xilografo,9,4,True
xilogravador,xilogravador,12,4,True
acadianos,acadiano,9,4,True
academica,academico,9,4,True
academicas,academico,10,4,True
academico,academico,9,4,True
academicos,academico,10,4,True
academica,academico,9,4,True
academicas,academico,10,4,True
academico,academico,9,4,True
academicos,academico,10,4,True
franca,franco,6,4,True
francas,franco,7,4,True
zambianos,zambiano,9,4,True
zambiano,zambiano,8,4,True
zambianas,zambiano,9,4,True
zambiana,zambiano,8,4,True
franciscana,franciscano,11,4,True
franciscanas,franciscano,12,4,True
franciscano,franciscano,11,4,True
franciscanos,franciscano,12,4,True
franco,franco,6,4,True
francos,franco,7,4,True
francofonos,francofono,11,4,True
francofona,francofono,10,4,True
francofonas,francofono,11,4,True
francofono,francofono,10,4,True
freudiana,freudiano,9,4,True
freudianas,freudiano,10,4,True
freudiano,freudiano,9,4,True
freudianos,freudiano,10,4,True
vulcanizadores,vulcanizador,14,4,True
vulcanizadoras,vulcanizador,14,4,True
vulcanizadora,vulcanizador,13,4,True
frigia,frigio,6,4,True
frigias,frigio,7,4,True
frigio,frigio,6,4,True
frigios,frigio,7,4,True
vulcanizador,vulcanizador,12,4,True
achincalhador,achincalhador,13,4,True
achincalhadora,achincalhador,14,4,True
achincalhadoras,achincalhador,15,4,True
voluntarios,voluntario,11,4,True
voluntario,voluntario,10,4,True
voluntarias,voluntario,11,4,True
voluntaria,voluntario,10,4,True
fregueses,fregues,9,4,True
fregues,fregues,7,4,True
florentinos,florentino,11,4,True
florentino,florentino,10,4,True
florentinas,florentino,11,4,True
florentina,florentino,10,4,True
freguesas,fregues,9,4,True
freguesa,fregues,8,4,True
frenologa,frenologo,9,4,True
frenologas,frenologo,10,4,True
vulgarizadores,vulgarizador,14,4,True
vulgarizadoras,vulgarizador,14,4,True
vulgarizadora,vulgarizador,13,4,True
vulgarizador,vulgarizador,12,4,True
frenologo,frenologo,9,4,True
frenologos,frenologo,10,4,True
acatador,acatador,8,4,True
acatadora,acatador,9,4,True
acatadoras,acatador,10,4,True
acatadores,acatador,10,4,True
frequentador,frequentador,12,4,True
frequentadora,frequentador,13,4,True
frequentadoras,frequentador,14,4,True
frequentadores,frequentador,14,4,True
flibusteiros,flibusteiro,12,4,True
flibusteiro,flibusteiro,11,4,True
flibusteiras,flibusteiro,12,4,True
flibusteira,flibusteiro,11,4,True
foragido,foragido,8,4,True
foragidas,foragido,9,4,True
foragida,foragido,8,4,True
forrageador,forrageador,11,4,True
forrageadora,forrageador,12,4,True
forrageadoras,forrageador,13,4,True
forrageadores,forrageador,13,4,True
forasteiros,forasteiro,11,4,True
forasteiras,forasteiro,11,4,True
forasteira,forasteiro,10,4,True
foragidos,foragido,9,4,True
forasteiro,forasteiro,10,4,True
abastecedora,abastecedor,12,4,True
abastecedoras,abastecedor,13,4,True
abastecedores,abastecedor,13,4,True
abastecedor,abastecedor,11,4,True
fonologos,fonologo,9,4,True
fonologo,fonologo,8,4,True
fonologas,fonologo,9,4,True
fonologa,fonologo,8,4,True
zoologa,zoologo,7,4,True
zoologo,zoologo,7,4,True
zoologas,zoologo,8,4,True
zoologos,zoologo,8,4,True
acambarcadores,acambarcador,14,4,True
acambarcadoras,acambarcador,14,4,True
acambarcador,acambarcador,12,4,True
zurzidores,zurzidor,10,4,True
zurzidoras,zurzidor,10,4,True
zurzidora,zurzidor,9,4,True
zurzidor,zurzidor,8,4,True
acambarcadora,acambarcador,13,4,True
zurradoras,zurrador,10,4,True
zurradora,zurrador,9,4,True
zurrador,zurrador,8,4,True
zurradores,zurrador,10,4,True
forneiro,forneiro,8,4,True
forneiros,forneiro,9,4,True
fornicador,fornicador,10,4,True
fornicadora,fornicador,11,4,True
fornicadoras,fornicador,12,4,True
fornicadores,fornicador,12,4,True
forneiras,forneiro,9,4,True
fornecedor,fornecedor,10,4,True
fornecedora,fornecedor,11,4,True
fornecedoras,fornecedor,12,4,True
fornecedores,fornecedor,12,4,True
forneira,forneiro,8,4,True
zarelha,zarelho,7,4,True
zarelho,zarelho,7,4,True
abnegador,abnegador,9,4,True
zarelhas,zarelho,8,4,True
abnegadora,abnegador,10,4,True
abnegadores,abnegador,11,4,True
zarelhos,zarelho,8,4,True
abnegadoras,abnegador,11,4,True
zangalhonas,zangalhao,11,4,True
zangalhona,zangalhao,10,4,True
zangalhao,zangalhao,9,4,True
zangalhoes,zangalhao,10,4,True
abominador,abominador,10,4,True
abominadora,abominador,11,4,True
abominadoras,abominador,12,4,True
abominadores,abominador,12,4,True
achincalhadores,achincalhador,15,4,True
fotografos,fotografo,10,4,True
fotografas,fotografo,10,4,True
fotografo,fotografo,9,4,True
fotografa,fotografo,9,4,True
zeladores,zelador,9,4,True
zeladoras,zelador,9,4,True
zeladora,zelador,8,4,True
zelador,zelador,7,4,True
fomentadores,fomentador,12,4,True
fomentadoras,fomentador,12,4,True
fomentadora,fomentador,11,4,True
fomentador,fomentador,10,4,True
adquiridor,adquiridor,10,4,True
adquiridora,adquiridor,11,4,True
adquiridoras,adquiridor,12,4,True
adquiridores,adquiridor,12,4,True
gaucha,gaucho,6,4,True
gauchas,gaucho,7,4,True
gaucho,gaucho,6,4,True
gauchos,gaucho,7,4,True
filantropos,filantropo,11,4,True
filantropo,filantropo,10,4,True
filantropas,filantropo,11,4,True
filantropa,filantropo,10,4,True
versificadora,versificador,13,4,True
versificador,versificador,12,4,True
adorador,adorador,8,4,True
adoradora,adorador,9,4,True
adoradores,adorador,10,4,True
adoradoras,adorador,10,4,True
versificadoras,versificador,14,4,True
adulador,adulador,8,4,True
aduladora,adulador,9,4,True
aduladoras,adulador,10,4,True
aduladores,adulador,10,4,True
verdureiros,verdureiro,11,4,True
verdureiro,verdureiro,10,4,True
verdureiras,verdureiro,11,4,True
verdureira,verdureiro,10,4,True
verificadores,verificador,13,4,True
verificadoras,verificador,13,4,True
verificadora,verificador,12,4,True
verificador,verificador,11,4,True
versificadores,versificador,14,4,True
adivinha,adivinho,8,4,True
adivinhador,adivinhador,11,4,True
adivinhadoras,adivinhador,13,4,True
adivinhadores,adivinhador,13,4,True
veterinarios,veterinario,12,4,True
veterinario,veterinario,11,4,True
veterinarias,veterinario,12,4,True
veterinaria,veterinario,11,4,True
adivinhas,adivinho,9,4,True
veteranos,veterano,9,4,True
veterano,veterano,8,4,True
adivinho,adivinho,8,4,True
adivinhadora,adivinhador,12,4,True
adivinhos,adivinho,9,4,True
filistino,filistino,9,4,True
viandeiros,viandeiro,10,4,True
viandeiro,viandeiro,9,4,True
viandeiras,viandeiro,10,4,True
viandeira,viandeiro,9,4,True
filistinas,filistino,10,4,True
filistina,filistino,9,4,True
filisteus,filisteu,9,4,True
filisteu,filisteu,8,4,True
filisteias,filisteu,10,4,True
filisteia,filisteu,9,4,True
adicionador,adicionador,11,4,True
adicionadoras,adicionador,13,4,True
adicionadores,adicionador,13,4,True
adicionadora,adicionador,12,4,True
veteranas,veterano,9,4,True
veterana,veterano,8,4,True
filhotes,filhote,8,4,True
administradores,administrador,15,4,True
admirador,admirador,9,4,True
admiradora,admirador,10,4,True
admiradoras,admirador,11,4,True
admiradores,admirador,11,4,True
admoestador,admoestador,11,4,True
admoestadora,admoestador,12,4,True
admoestadoras,admoestador,13,4,True
admoestadores,admoestador,13,4,True
administradoras,administrador,15,4,True
administradora,administrador,14,4,True
administrador,administrador,13,4,True
filhote,filhote,7,4,True
filhotas,filhote,8,4,True
filhota,filhote,7,4,True
adultera,adultero,8,4,True
adulteras,adultero,9,4,True
adultero,adultero,8,4,True
adulteros,adultero,9,4,True
ficologa,ficologo,8,4,True
ficologas,ficologo,9,4,True
ficologo,ficologo,8,4,True
fidalgaca,fidalgaco,9,4,True
veneradores,venerador,11,4,True
veneradoras,venerador,11,4,True
veneradora,venerador,10,4,True
venerador,venerador,9,4,True
galanteador,galanteador,11,4,True
galanteadora,galanteador,12,4,True
ficologos,ficologo,9,4,True
galanteadoras,galanteador,13,4,True
vendeiros,vendeiro,9,4,True
vendeiro,vendeiro,8,4,True
vendeiras,vendeiro,9,4,True
vendeira,vendeiro,8,4,True
galanteadores,galanteador,13,4,True
velhacos,velhaco,8,4,True
velhaco,velhaco,7,4,True
afilhada,afilhado,8,4,True
velhacas,velhaco,8,4,True
afilhado,afilhado,8,4,True
velhaca,velhaco,7,4,True
afilhados,afilhado,9,4,True
afinador,afinador,8,4,True
afinadora,afinador,9,4,True
afinadoras,afinador,10,4,True
afinadores,afinador,10,4,True
afilhadas,afilhado,9,4,True
velhotes,velhote,8,4,True
velhote,velhote,7,4,True
velhotas,velhote,8,4,True
velhota,velhote,7,4,True
fidalgacas,fidalgaco,10,4,True
filistinos,filistino,10,4,True
fidalgaco,fidalgaco,9,4,True
gaioleiro,gaioleiro,9,4,True
gaioleiros,gaioleiro,10,4,True
gaioleiras,gaioleiro,10,4,True
fiduciarios,fiduciario,11,4,True
fiduciario,fiduciario,10,4,True
fiduciarias,fiduciario,11,4,True
fiduciaria,fiduciario,10,4,True
gaiteira,gaiteiro,8,4,True
gaiteiras,gaiteiro,9,4,True
gaiteiro,gaiteiro,8,4,True
gaioleira,gaioleiro,9,4,True
adversaria,adversario,10,4,True
adversarias,adversario,11,4,True
adversario,adversario,10,4,True
adversarios,adversario,11,4,True
advogada,advogado,8,4,True
advogadas,advogado,9,4,True
advogado,advogado,8,4,True
advogados,advogado,9,4,True
gaiteiros,gaiteiro,9,4,True
fidalguerios,fidalguerio,12,4,True
fidalguerio,fidalguerio,11,4,True
fidalgueira,fidalgueiro,11,4,True
fidalgotes,fidalgote,10,4,True
fidalgote,fidalgote,9,4,True
fidalgotas,fidalgote,10,4,True
fidalgota,fidalgote,9,4,True
fidalgarronas,fidalgarrao,13,4,True
fidalgarrona,fidalgarrao,12,4,True
fidalgueiras,fidalgueiro,12,4,True
fidalgarrao,fidalgarrao,11,4,True
venezianos,veneziano,10,4,True
veneziano,veneziano,9,4,True
venezianas,veneziano,10,4,True
veneziana,veneziano,9,4,True
fidalgarroes,fidalgarrao,12,4,True
fidalguerias,fidalguerio,12,4,True
fidalgueria,fidalguerio,11,4,True
gaja,gajo,4,4,True
gajas,gajo,5,4,True
fidalguetes,fidalguete,11,4,True
fidalguete,fidalguete,10,4,True
fidalguetas,fidalguete,11,4,True
fidalgueta,fidalguete,10,4,True
fidalguelhos,fidalguelho,12,4,True
gajo,gajo,4,4,True
gajos,gajo,5,4,True
fidalguelho,fidalguelho,11,4,True
fidalguelhas,fidalguelho,12,4,True
fidalguelha,fidalguelho,11,4,True
fidalgueiros,fidalgueiro,12,4,True
fidalgueiro,fidalgueiro,11,4,True
fidalgacos,fidalgaco,10,4,True
velejadoras,velejador,11,4,True
aconselhadoras,aconselhador,14,4,True
aconselhadores,aconselhador,14,4,True
visitadores,visitador,11,4,True
visitadoras,visitador,11,4,True
visitadora,visitador,10,4,True
visitador,visitador,9,4,True
visionarios,visionario,11,4,True
visionario,visionario,10,4,True
visionarias,visionario,11,4,True
visionaria,visionario,10,4,True
fugitivas,fugitivo,9,4,True
fugitivo,fugitivo,8,4,True
viscondessas,visconde,12,4,True
viscondessa,visconde,11,4,True
viscondes,visconde,9,4,True
fugitivos,fugitivo,9,4,True
visconde,visconde,8,4,True
vistoriadores,vistoriador,13,4,True
vistoriadoras,vistoriador,13,4,True
vistoriadora,vistoriador,12,4,True
vistoriador,vistoriador,11,4,True
visqueiros,visqueiro,10,4,True
visqueiro,visqueiro,9,4,True
visqueiras,visqueiro,10,4,True
visqueira,visqueiro,9,4,True
fugitiva,fugitivo,8,4,True
aconselhador,aconselhador,12,4,True
aconselhadora,aconselhador,13,4,True
violeiros,violeiro,9,4,True
violeiro,violeiro,8,4,True
violeiras,violeiro,9,4,True
violeira,violeiro,8,4,True
funcionaria,funcionario,11,4,True
violadores,violador,10,4,True
violadoras,violador,10,4,True
fisiologos,fisiologo,10,4,True
fisiologo,fisiologo,9,4,True
fisiologas,fisiologo,10,4,True
fisiologa,fisiologo,9,4,True
fitologos,fitologo,9,4,True
fitologo,fitologo,8,4,True
vandalos,vandalo,8,4,True
vandalo,vandalo,7,4,True
vandalas,vandalo,8,4,True
vandala,vandalo,7,4,True
vizinhos,vizinho,8,4,True
vizinho,vizinho,7,4,True
vizinhas,vizinho,8,4,True
vizinha,vizinho,7,4,True
fitologas,fitologo,9,4,True
acolchetador,acolchetador,12,4,True
acolchetadora,acolchetador,13,4,True
acolchetadoras,acolchetador,14,4,True
acolchetadores,acolchetador,14,4,True
fitologa,fitologo,8,4,True
fisica,fisico,6,4,True
fisicas,fisico,7,4,True
fisico,fisico,6,4,True
fisicos,fisico,7,4,True
acoimador,acoimador,9,4,True
acoimadora,acoimador,10,4,True
acoimadoras,acoimador,11,4,True
acoimadores,acoimador,11,4,True
violadora,violador,9,4,True
violador,violador,8,4,True
funcionarias,funcionario,12,4,True
funcionario,funcionario,11,4,True
vigarios,vigario,8,4,True
vigario,vigario,7,4,True
vigarias,vigario,8,4,True
vigaria,vigario,7,4,True
vilanaca,vilanaco,8,4,True
filosofos,filosofo,9,4,True
filosofo,filosofo,8,4,True
filosofas,filosofo,9,4,True
filosofa,filosofo,8,4,True
adaptador,adaptador,9,4,True
adaptadora,adaptador,10,4,True
adaptadoras,adaptador,11,4,True
adaptadores,adaptador,11,4,True
vilanacas,vilanaco,9,4,True
vilanacos,vilanaco,9,4,True
vilanaco,vilanaco,8,4,True
viloes,vilao,6,4,True
acusada,acusado,7,4,True
acusadas,acusado,8,4,True
acusado,acusado,7,4,True
acusador,acusador,8,4,True
acusadora,acusador,9,4,True
acusadoras,acusador,10,4,True
acusadores,acusador,10,4,True
acusados,acusado,8,4,True
filologos,filologo,9,4,True
filologo,filologo,8,4,True
filologas,filologo,9,4,True
filologa,filologo,8,4,True
adestrador,adestrador,10,4,True
adestradora,adestrador,11,4,True
adestradoras,adestrador,12,4,True
adestradores,adestrador,12,4,True
adeptos,adepto,7,4,True
adepto,adepto,6,4,True
adeptas,adepto,7,4,True
videirinhos,videirinho,11,4,True
videirinho,videirinho,10,4,True
videirinhas,videirinho,11,4,True
videirinha,videirinho,10,4,True
adepta,adepto,6,4,True
vilao,vilao,5,4,True
viloas,vilao,6,4,True
fingidoras,fingidor,10,4,True
fingidora,fingidor,9,4,True
fingidores,fingidor,10,4,True
fingidor,fingidor,8,4,True
funcionarios,funcionario,12,4,True
financiador,financiador,11,4,True
acumulador,acumulador,10,4,True
acumuladora,acumulador,11,4,True
acumuladoras,acumulador,12,4,True
acumuladores,acumulador,12,4,True
funileira,funileiro,9,4,True
funileiras,funileiro,10,4,True
funileiro,funileiro,9,4,True
funileiros,funileiro,10,4,True
atrizes,ator,7,4,True
atriz,ator,5,4,True
actrizes,actor,8,4,True
financiadores,financiador,13,4,True
actor,actor,5,4,True
actores,actor,7,4,True
ator,ator,4,4,True
atores,ator,6,4,True
financiadoras,financiador,13,4,True
financiadora,financiador,12,4,True
actriz,actor,6,4,True
viloa,vilao,5,4,True
hematologa,hematologo,10,4,True
hematologas,hematologo,11,4,True
hematologo,hematologo,10,4,True
apicultor,apicultor,9,4,True
apicultora,apicultor,10,4,True
apicultoras,apicultor,11,4,True
apicultores,apicultor,11,4,True
hematologos,hematologo,11,4,True
tailandes,tailandes,9,4,True
tailandeses,tailandes,11,4,True
tailandesas,tailandes,11,4,True
tailandesa,tailandes,10,4,True
estanqueiros,estanqueiro,12,4,True
estanqueiro,estanqueiro,11,4,True
estanqueiras,estanqueiro,12,4,True
estanqueira,estanqueiro,11,4,True
estanhadores,estanhador,12,4,True
estanhadoras,estanhador,12,4,True
estenografa,estenografo,11,4,True
estenografas,estenografo,12,4,True
tamborileiros,tamborileiro,13,4,True
tamborileiras,tamborileiro,13,4,True
tamborileira,tamborileiro,12,4,True
tamborileiro,tamborileiro,12,4,True
hegeliana,hegeliano,9,4,True
hegelianas,hegeliano,10,4,True
hegeliano,hegeliano,9,4,True
hegelianos,hegeliano,10,4,True
apelada,apelado,7,4,True
apeladas,apelado,8,4,True
apelado,apelado,7,4,True
apelador,apelador,8,4,True
apeladora,apelador,9,4,True
apeladoras,apelador,10,4,True
apelados,apelado,8,4,True
estenografos,estenografo,12,4,True
estenografo,estenografo,11,4,True
apeladores,apelador,10,4,True
apedrejador,apedrejador,11,4,True
apedrejadora,apedrejador,12,4,True
apedrejadoras,apedrejador,13,4,True
apedrejadores,apedrejador,13,4,True
estanhadora,estanhador,11,4,True
estanhador,estanhador,10,4,True
suspeita,suspeito,8,4,True
aprestador,aprestador,10,4,True
aprestadora,aprestador,11,4,True
aprestadoras,aprestador,12,4,True
aprestadores,aprestador,12,4,True
sustentadores,sustentador,13,4,True
sustentadoras,sustentador,13,4,True
sustentadora,sustentador,12,4,True
sustentador,sustentador,11,4,True
suspeitos,suspeito,9,4,True
suspeito,suspeito,8,4,True
suspeitas,suspeito,9,4,True
herdeira,herdeiro,8,4,True
herdeiras,herdeiro,9,4,True
herdeiro,herdeiro,8,4,True
herdeiros,herdeiro,9,4,True
esquizofrenicos,esquizofrenico,15,4,True
apostola,apostolo,8,4,True
apostolas,apostolo,9,4,True
apostolo,apostolo,8,4,True
